"Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Last_Support_Ticket,Churn,Account_Age_Months,Contract_Type,Tenure_Range,Risk_Score,Risk_Level"
"1001,0,52,When will the maintenance window end?,0,33.36666666666667,Biennial,2+ Years,0.08,Low"
"21,0,73,""Just upgraded to the Pro plan, excited to use it."",0,0.7,Month-to-month,0-6 Months,0.01,Low"
"140,0,94,The integration with Slack works perfectly.,1,4.666666666666667,Month-to-month,0-6 Months,0.68,High"
"963,0,33,Is there a tutorial for the new dashboard feature?,0,32.1,Biennial,2+ Years,0.01,Low"
"850,2,8,The app crashes every time I try to upload a CSV.,1,28.333333333333332,Biennial,2+ Years,0.34,Low"
"354,1,8,Why did my subscription price increase without notice?,1,11.8,Month-to-month,6-12 Months,0.83,Very High"
"271,0,48,I need to update my billing address.,0,9.033333333333333,Month-to-month,6-12 Months,0.055,Low"
"989,0,86,""Just upgraded to the Pro plan, excited to use it."",0,32.96666666666667,Biennial,2+ Years,0.035,Low"
"892,1,14,I've been waiting for support for 3 days. I'm cancelling.,1,29.733333333333334,Biennial,2+ Years,0.91,Very High"
"583,1,14,Your API documentation is outdated and full of errors.,1,19.433333333333334,Annual,1-2 Years,0.975,Very High"
"919,0,45,Just checking if my payment went through.,0,30.633333333333333,Biennial,2+ Years,0.27,Low"
"549,1,2,Your API documentation is outdated and full of errors.,1,18.3,Annual,1-2 Years,0.98,Very High"
"462,0,76,I love the new analytics feature! Great job.,0,15.4,Annual,1-2 Years,0.0,Low"
"67,2,36,I need to update my billing address.,0,2.2333333333333334,Month-to-month,0-6 Months,0.005,Low"
"602,0,113,Customer support was super helpful yesterday. Thanks!,1,20.066666666666666,Annual,1-2 Years,0.67,High"
"150,1,1,I've been waiting for support for 3 days. I'm cancelling.,1,5.0,Month-to-month,0-6 Months,1.0,Very High"
"80,1,9,The UI is too confusing. I can't find the export button.,1,2.6666666666666665,Month-to-month,0-6 Months,0.835,Very High"
"929,2,49,Can I add more seats to my current plan?,0,30.966666666666665,Biennial,2+ Years,0.035,Low"
"438,2,55,Just checking if my payment went through.,1,14.6,Annual,1-2 Years,0.775,High"
"566,0,49,Is there a tutorial for the new dashboard feature?,0,18.866666666666667,Annual,1-2 Years,0.03,Low"
"621,0,96,""Just upgraded to the Pro plan, excited to use it."",0,20.7,Annual,1-2 Years,0.0,Low"
"338,0,59,How do I change my password?,0,11.266666666666667,Month-to-month,6-12 Months,0.055,Low"
"554,0,80,""Just upgraded to the Pro plan, excited to use it."",0,18.466666666666665,Annual,1-2 Years,0.005,Low"
"658,2,43,Is there a tutorial for the new dashboard feature?,0,21.933333333333334,Annual,1-2 Years,0.1,Low"
"632,1,3,Why did my subscription price increase without notice?,1,21.066666666666666,Annual,1-2 Years,0.995,Very High"
"676,1,6,The app crashes every time I try to upload a CSV.,1,22.533333333333335,Annual,1-2 Years,0.995,Very High"
"234,0,96,""Smooth experience so far, no complaints."",0,7.8,Month-to-month,6-12 Months,0.04,Low"
"1075,2,10,The UI is too confusing. I can't find the export button.,1,35.833333333333336,Biennial,2+ Years,0.98,Very High"
"87,2,32,Can I add more seats to my current plan?,0,2.9,Month-to-month,0-6 Months,0.025,Low"
"250,2,12,Why did my subscription price increase without notice?,1,8.333333333333334,Month-to-month,6-12 Months,0.815,Very High"
"74,0,54,How do I change my password?,0,2.466666666666667,Month-to-month,0-6 Months,0.345,Low"
"149,0,106,""Just upgraded to the Pro plan, excited to use it."",0,4.966666666666667,Month-to-month,0-6 Months,0.07,Low"
"325,1,5,Why did my subscription price increase without notice?,1,10.833333333333334,Month-to-month,6-12 Months,0.83,Very High"
"538,2,4,Why did my subscription price increase without notice?,1,17.933333333333334,Annual,1-2 Years,0.93,Very High"
"1073,0,98,""Smooth experience so far, no complaints."",0,35.766666666666666,Biennial,2+ Years,0.07,Low"
"612,2,3,I'm very frustrated with the downtime. This is unacceptable.,0,20.4,Annual,1-2 Years,0.28,Low"
"662,0,73,""Smooth experience so far, no complaints."",0,22.066666666666666,Annual,1-2 Years,0.0,Low"
"315,1,1,The UI is too confusing. I can't find the export button.,1,10.5,Month-to-month,6-12 Months,0.975,Very High"
"186,1,5,Why did my subscription price increase without notice?,1,6.2,Month-to-month,6-12 Months,0.845,Very High"
"358,0,116,This tool has saved my team so much time.,0,11.933333333333334,Month-to-month,6-12 Months,0.0,Low"
"1063,0,70,This tool has saved my team so much time.,0,35.43333333333333,Biennial,2+ Years,0.0,Low"
"1040,2,19,I need to update my billing address.,1,34.666666666666664,Biennial,2+ Years,0.635,High"
"1071,0,58,""Just upgraded to the Pro plan, excited to use it."",0,35.7,Biennial,2+ Years,0.015,Low"
"830,0,17,How do I change my password?,0,27.666666666666668,Biennial,2+ Years,0.16,Low"
"581,0,93,""Just upgraded to the Pro plan, excited to use it."",0,19.366666666666667,Annual,1-2 Years,0.0,Low"
"559,1,2,The UI is too confusing. I can't find the export button.,1,18.633333333333333,Annual,1-2 Years,0.91,Very High"
"543,2,28,Just checking if my payment went through.,1,18.1,Annual,1-2 Years,0.66,High"
"1092,0,18,How do I change my password?,0,36.4,Biennial,2+ Years,0.115,Low"
"208,0,40,Just checking if my payment went through.,0,6.933333333333334,Month-to-month,6-12 Months,0.075,Low"
"426,2,7,The UI is too confusing. I can't find the export button.,1,14.2,Annual,1-2 Years,0.925,Very High"
"82,0,22,Is there a tutorial for the new dashboard feature?,0,2.7333333333333334,Month-to-month,0-6 Months,0.0,Low"
"92,0,64,""Smooth experience so far, no complaints."",0,3.066666666666667,Month-to-month,0-6 Months,0.2,Low"
"428,2,2,I'm very frustrated with the downtime. This is unacceptable.,1,14.266666666666667,Annual,1-2 Years,0.81,Very High"
"615,2,16,I need to update my billing address.,0,20.5,Annual,1-2 Years,0.015,Low"
"1000,0,46,Can I add more seats to my current plan?,1,33.333333333333336,Biennial,2+ Years,0.79,High"
"99,0,111,Customer support was super helpful yesterday. Thanks!,0,3.3,Month-to-month,0-6 Months,0.005,Low"
"750,0,39,Just checking if my payment went through.,0,25.0,Biennial,2+ Years,0.225,Low"
"360,1,10,Why did my subscription price increase without notice?,1,12.0,Annual,6-12 Months,0.92,Very High"
"1010,0,52,Is there a tutorial for the new dashboard feature?,0,33.666666666666664,Biennial,2+ Years,0.02,Low"
"485,0,47,Just checking if my payment went through.,0,16.166666666666668,Annual,1-2 Years,0.165,Low"
"455,0,110,I love the new analytics feature! Great job.,0,15.166666666666666,Annual,1-2 Years,0.065,Low"
"171,0,50,""Just upgraded to the Pro plan, excited to use it."",0,5.7,Month-to-month,0-6 Months,0.03,Low"
"56,0,53,How do I change my password?,1,1.8666666666666667,Month-to-month,0-6 Months,0.63,High"
"459,0,40,How do I change my password?,0,15.3,Annual,1-2 Years,0.01,Low"
"175,0,81,Customer support was super helpful yesterday. Thanks!,0,5.833333333333333,Month-to-month,0-6 Months,0.035,Low"
"54,2,39,Can I add more seats to my current plan?,0,1.8,Month-to-month,0-6 Months,0.005,Low"
"437,0,69,Customer support was super helpful yesterday. Thanks!,0,14.566666666666666,Annual,1-2 Years,0.0,Low"
"226,0,111,""Smooth experience so far, no complaints."",0,7.533333333333333,Month-to-month,6-12 Months,0.05,Low"
"327,0,49,Can I add more seats to my current plan?,0,10.9,Month-to-month,6-12 Months,0.015,Low"
"1088,0,63,""Just upgraded to the Pro plan, excited to use it."",0,36.266666666666666,Biennial,2+ Years,0.01,Low"
"169,1,9,The app crashes every time I try to upload a CSV.,1,5.633333333333334,Month-to-month,0-6 Months,0.86,Very High"
"209,2,19,When will the maintenance window end?,0,6.966666666666667,Month-to-month,6-12 Months,0.065,Low"
"1005,0,19,Is there a tutorial for the new dashboard feature?,0,33.5,Biennial,2+ Years,0.29,Low"
"522,2,23,Can I add more seats to my current plan?,0,17.4,Annual,1-2 Years,0.1,Low"
"56,0,49,I need to update my billing address.,0,1.8666666666666667,Month-to-month,0-6 Months,0.045,Low"
"502,2,58,Just checking if my payment went through.,0,16.733333333333334,Annual,1-2 Years,0.21,Low"
"315,0,77,""Just upgraded to the Pro plan, excited to use it."",1,10.5,Month-to-month,6-12 Months,0.58,Medium"
"201,2,16,I need to update my billing address.,0,6.7,Month-to-month,6-12 Months,0.02,Low"
"962,2,41,Can I add more seats to my current plan?,0,32.06666666666667,Biennial,2+ Years,0.01,Low"
"855,2,25,When will the maintenance window end?,0,28.5,Biennial,2+ Years,0.055,Low"
"726,0,53,""Just upgraded to the Pro plan, excited to use it."",0,24.2,Biennial,1-2 Years,0.015,Low"
"42,2,28,How do I change my password?,0,1.4,Month-to-month,0-6 Months,0.045,Low"
"956,2,9,I'm very frustrated with the downtime. This is unacceptable.,1,31.866666666666667,Biennial,2+ Years,0.86,Very High"
"920,1,4,Your API documentation is outdated and full of errors.,0,30.666666666666668,Biennial,2+ Years,0.35,Low"
"156,0,32,Is there a tutorial for the new dashboard feature?,0,5.2,Month-to-month,0-6 Months,0.14,Low"
"612,2,16,Is there a tutorial for the new dashboard feature?,0,20.4,Annual,1-2 Years,0.085,Low"
"865,2,19,When will the maintenance window end?,0,28.833333333333332,Biennial,2+ Years,0.105,Low"
"684,2,3,Why did my subscription price increase without notice?,1,22.8,Annual,1-2 Years,0.935,Very High"
"564,0,54,Can I add more seats to my current plan?,0,18.8,Annual,1-2 Years,0.005,Low"
"22,0,118,Customer support was super helpful yesterday. Thanks!,0,0.7333333333333333,Month-to-month,0-6 Months,0.015,Low"
"454,0,70,""Just upgraded to the Pro plan, excited to use it."",0,15.133333333333333,Annual,1-2 Years,0.25,Low"
"155,1,11,I'm very frustrated with the downtime. This is unacceptable.,1,5.166666666666667,Month-to-month,0-6 Months,1.0,Very High"
"693,2,54,Is there a tutorial for the new dashboard feature?,0,23.1,Annual,1-2 Years,0.095,Low"
"515,0,87,Customer support was super helpful yesterday. Thanks!,0,17.166666666666668,Annual,1-2 Years,0.0,Low"
"502,2,9,The app crashes every time I try to upload a CSV.,1,16.733333333333334,Annual,1-2 Years,0.95,Very High"
"505,0,27,Can I add more seats to my current plan?,0,16.833333333333332,Annual,1-2 Years,0.235,Low"
"118,2,5,Why did my subscription price increase without notice?,1,3.933333333333333,Month-to-month,0-6 Months,0.94,Very High"
"190,1,4,Your API documentation is outdated and full of errors.,1,6.333333333333333,Month-to-month,6-12 Months,0.95,Very High"
"615,0,116,""Smooth experience so far, no complaints."",0,20.5,Annual,1-2 Years,0.025,Low"
"506,2,17,How do I change my password?,0,16.866666666666667,Annual,1-2 Years,0.045,Low"
"179,0,103,""Smooth experience so far, no complaints."",0,5.966666666666667,Month-to-month,0-6 Months,0.005,Low"
"91,0,67,The integration with Slack works perfectly.,0,3.033333333333333,Month-to-month,0-6 Months,0.16,Low"
"253,1,1,I've been waiting for support for 3 days. I'm cancelling.,1,8.433333333333334,Month-to-month,6-12 Months,1.0,Very High"
"1036,0,93,I love the new analytics feature! Great job.,0,34.53333333333333,Biennial,2+ Years,0.025,Low"
"196,0,100,This tool has saved my team so much time.,0,6.533333333333333,Month-to-month,6-12 Months,0.0,Low"
"854,2,36,Just checking if my payment went through.,0,28.466666666666665,Biennial,2+ Years,0.07,Low"
"832,2,11,I've been waiting for support for 3 days. I'm cancelling.,1,27.733333333333334,Biennial,2+ Years,0.37,Low"
"153,2,1,Why did my subscription price increase without notice?,1,5.1,Month-to-month,0-6 Months,0.96,Very High"
"269,2,51,When will the maintenance window end?,0,8.966666666666667,Month-to-month,6-12 Months,0.055,Low"
"173,0,54,This tool has saved my team so much time.,0,5.766666666666667,Month-to-month,0-6 Months,0.0,Low"
"876,0,42,Just checking if my payment went through.,1,29.2,Biennial,2+ Years,0.815,Very High"
"582,0,43,How do I change my password?,0,19.4,Annual,1-2 Years,0.005,Low"
"27,0,108,This tool has saved my team so much time.,0,0.9,Month-to-month,0-6 Months,0.0,Low"
"854,0,32,When will the maintenance window end?,0,28.466666666666665,Biennial,2+ Years,0.19,Low"
"676,2,4,I'm very frustrated with the downtime. This is unacceptable.,1,22.533333333333335,Annual,1-2 Years,0.815,Very High"
"485,1,4,Why did my subscription price increase without notice?,1,16.166666666666668,Annual,1-2 Years,0.865,Very High"
"752,0,25,When will the maintenance window end?,0,25.066666666666666,Biennial,2+ Years,0.09,Low"
"628,2,4,The app crashes every time I try to upload a CSV.,1,20.933333333333334,Annual,1-2 Years,0.96,Very High"
"901,0,59,I love the new analytics feature! Great job.,0,30.033333333333335,Biennial,2+ Years,0.04,Low"
"700,0,21,Is there a tutorial for the new dashboard feature?,1,23.333333333333332,Annual,1-2 Years,0.09,Low"
"596,0,38,Just checking if my payment went through.,0,19.866666666666667,Annual,1-2 Years,0.125,Low"
"450,2,14,I've been waiting for support for 3 days. I'm cancelling.,1,15.0,Annual,1-2 Years,0.65,High"
"123,1,2,Why did my subscription price increase without notice?,1,4.1,Month-to-month,0-6 Months,0.915,Very High"
"826,0,43,I need to update my billing address.,0,27.533333333333335,Biennial,2+ Years,0.0,Low"
"703,0,35,Just checking if my payment went through.,0,23.433333333333334,Annual,1-2 Years,0.05,Low"
"518,2,6,Why did my subscription price increase without notice?,1,17.266666666666666,Annual,1-2 Years,0.99,Very High"
"318,2,7,The app crashes every time I try to upload a CSV.,1,10.6,Month-to-month,6-12 Months,0.99,Very High"
"605,2,9,The app crashes every time I try to upload a CSV.,1,20.166666666666668,Annual,1-2 Years,0.965,Very High"
"541,0,92,""Just upgraded to the Pro plan, excited to use it."",0,18.033333333333335,Annual,1-2 Years,0.0,Low"
"925,2,3,The UI is too confusing. I can't find the export button.,1,30.833333333333332,Biennial,2+ Years,1.0,Very High"
"67,0,77,The integration with Slack works perfectly.,0,2.2333333333333334,Month-to-month,0-6 Months,0.135,Low"
"721,0,94,""Smooth experience so far, no complaints."",1,24.033333333333335,Biennial,1-2 Years,0.0,Low"
"906,2,8,I'm very frustrated with the downtime. This is unacceptable.,1,30.2,Biennial,2+ Years,0.845,Very High"
"1092,2,18,When will the maintenance window end?,0,36.4,Biennial,2+ Years,0.125,Low"
"420,0,48,I need to update my billing address.,1,14.0,Annual,1-2 Years,0.15,Low"
"691,1,8,Why did my subscription price increase without notice?,1,23.033333333333335,Annual,1-2 Years,0.985,Very High"
"716,2,41,How do I change my password?,0,23.866666666666667,Annual,1-2 Years,0.03,Low"
"792,0,26,When will the maintenance window end?,0,26.4,Biennial,2+ Years,0.095,Low"
"588,0,43,Just checking if my payment went through.,0,19.6,Annual,1-2 Years,0.23,Low"
"843,2,19,Is there a tutorial for the new dashboard feature?,1,28.1,Biennial,2+ Years,0.79,High"
"531,2,55,Can I add more seats to my current plan?,0,17.7,Annual,1-2 Years,0.11,Low"
"503,0,59,Is there a tutorial for the new dashboard feature?,1,16.766666666666666,Annual,1-2 Years,0.65,High"
"324,2,29,How do I change my password?,0,10.8,Month-to-month,6-12 Months,0.345,Low"
"749,0,47,When will the maintenance window end?,0,24.966666666666665,Biennial,2+ Years,0.05,Low"
"640,2,11,I've been waiting for support for 3 days. I'm cancelling.,1,21.333333333333332,Annual,1-2 Years,0.575,Medium"
"732,0,89,The integration with Slack works perfectly.,0,24.4,Biennial,2+ Years,0.025,Low"
"61,2,27,I need to update my billing address.,0,2.033333333333333,Month-to-month,0-6 Months,0.03,Low"
"489,0,60,Customer support was super helpful yesterday. Thanks!,0,16.3,Annual,1-2 Years,0.0,Low"
"793,2,30,Just checking if my payment went through.,0,26.433333333333334,Biennial,2+ Years,0.0,Low"
"26,0,43,Is there a tutorial for the new dashboard feature?,0,0.8666666666666667,Month-to-month,0-6 Months,0.075,Low"
"589,2,34,Is there a tutorial for the new dashboard feature?,0,19.633333333333333,Annual,1-2 Years,0.155,Low"
"396,0,56,Can I add more seats to my current plan?,0,13.2,Annual,1-2 Years,0.005,Low"
"251,1,2,I'm very frustrated with the downtime. This is unacceptable.,1,8.366666666666667,Month-to-month,6-12 Months,0.945,Very High"
"1073,0,73,I love the new analytics feature! Great job.,0,35.766666666666666,Biennial,2+ Years,0.08,Low"
"531,0,85,Customer support was super helpful yesterday. Thanks!,0,17.7,Annual,1-2 Years,0.0,Low"
"726,0,91,I love the new analytics feature! Great job.,0,24.2,Biennial,1-2 Years,0.0,Low"
"655,0,55,""Just upgraded to the Pro plan, excited to use it."",0,21.833333333333332,Annual,1-2 Years,0.005,Low"
"391,0,43,When will the maintenance window end?,0,13.033333333333333,Annual,1-2 Years,0.06,Low"
"606,2,9,Why did my subscription price increase without notice?,1,20.2,Annual,1-2 Years,0.995,Very High"
"431,0,54,I need to update my billing address.,0,14.366666666666667,Annual,1-2 Years,0.09,Low"
"42,2,34,How do I change my password?,0,1.4,Month-to-month,0-6 Months,0.115,Low"
"342,2,6,Your API documentation is outdated and full of errors.,1,11.4,Month-to-month,6-12 Months,1.0,Very High"
"1081,1,3,I'm very frustrated with the downtime. This is unacceptable.,1,36.03333333333333,Biennial,2+ Years,0.985,Very High"
"137,0,48,How do I change my password?,0,4.566666666666666,Month-to-month,0-6 Months,0.085,Low"
"584,0,44,Can I add more seats to my current plan?,0,19.466666666666665,Annual,1-2 Years,0.03,Low"
"983,2,11,The app crashes every time I try to upload a CSV.,1,32.766666666666666,Biennial,2+ Years,0.585,Medium"
"1025,0,77,The integration with Slack works perfectly.,0,34.166666666666664,Biennial,2+ Years,0.0,Low"
"874,0,70,""Smooth experience so far, no complaints."",0,29.133333333333333,Biennial,2+ Years,0.01,Low"
"228,0,15,Is there a tutorial for the new dashboard feature?,0,7.6,Month-to-month,6-12 Months,0.355,Low"
"901,0,20,Just checking if my payment went through.,0,30.033333333333335,Biennial,2+ Years,0.15,Low"
"82,0,17,When will the maintenance window end?,1,2.7333333333333334,Month-to-month,0-6 Months,0.71,High"
"818,2,43,I need to update my billing address.,0,27.266666666666666,Biennial,2+ Years,0.13,Low"
"49,2,4,I'm very frustrated with the downtime. This is unacceptable.,1,1.6333333333333333,Month-to-month,0-6 Months,0.835,Very High"
"86,0,23,Can I add more seats to my current plan?,0,2.8666666666666667,Month-to-month,0-6 Months,0.54,Medium"
"790,0,46,I need to update my billing address.,0,26.333333333333332,Biennial,2+ Years,0.02,Low"
"711,0,31,How do I change my password?,0,23.7,Annual,1-2 Years,0.105,Low"
"574,2,4,The UI is too confusing. I can't find the export button.,0,19.133333333333333,Annual,1-2 Years,0.38,Low"
"839,2,51,Can I add more seats to my current plan?,0,27.966666666666665,Biennial,2+ Years,0.005,Low"
"24,2,51,I need to update my billing address.,0,0.8,Month-to-month,0-6 Months,0.02,Low"
"765,0,48,I need to update my billing address.,0,25.5,Biennial,2+ Years,0.005,Low"
"635,2,27,When will the maintenance window end?,0,21.166666666666668,Annual,1-2 Years,0.0,Low"
"764,2,48,Can I add more seats to my current plan?,0,25.466666666666665,Biennial,2+ Years,0.115,Low"
"860,2,3,Why did my subscription price increase without notice?,0,28.666666666666668,Biennial,2+ Years,0.305,Low"
"448,2,30,How do I change my password?,0,14.933333333333334,Annual,1-2 Years,0.025,Low"
"786,0,54,""Just upgraded to the Pro plan, excited to use it."",0,26.2,Biennial,2+ Years,0.07,Low"
"151,0,63,""Just upgraded to the Pro plan, excited to use it."",0,5.033333333333333,Month-to-month,0-6 Months,0.0,Low"
"638,2,3,Why did my subscription price increase without notice?,1,21.266666666666666,Annual,1-2 Years,0.95,Very High"
"95,0,115,I love the new analytics feature! Great job.,0,3.1666666666666665,Month-to-month,0-6 Months,0.01,Low"
"28,0,48,Is there a tutorial for the new dashboard feature?,0,0.9333333333333333,Month-to-month,0-6 Months,0.02,Low"
"1025,2,24,Just checking if my payment went through.,0,34.166666666666664,Biennial,2+ Years,0.145,Low"
"1037,0,16,I need to update my billing address.,0,34.56666666666667,Biennial,2+ Years,0.2,Low"
"1000,0,58,How do I change my password?,0,33.333333333333336,Biennial,2+ Years,0.045,Low"
"194,2,6,The UI is too confusing. I can't find the export button.,1,6.466666666666667,Month-to-month,6-12 Months,0.95,Very High"
"763,2,28,Can I add more seats to my current plan?,1,25.433333333333334,Biennial,2+ Years,0.7,High"
"256,2,51,How do I change my password?,1,8.533333333333333,Month-to-month,6-12 Months,0.63,High"
"837,2,4,Your API documentation is outdated and full of errors.,1,27.9,Biennial,2+ Years,0.775,High"
"53,0,25,When will the maintenance window end?,0,1.7666666666666666,Month-to-month,0-6 Months,0.06,Low"
"561,0,85,""Just upgraded to the Pro plan, excited to use it."",0,18.7,Annual,1-2 Years,0.0,Low"
"55,1,10,The UI is too confusing. I can't find the export button.,1,1.8333333333333333,Month-to-month,0-6 Months,0.89,Very High"
"124,1,4,I've been waiting for support for 3 days. I'm cancelling.,1,4.133333333333334,Month-to-month,0-6 Months,0.985,Very High"
"93,2,43,How do I change my password?,1,3.1,Month-to-month,0-6 Months,0.25,Low"
"90,2,52,Can I add more seats to my current plan?,0,3.0,Month-to-month,0-6 Months,0.02,Low"
"218,2,5,The UI is too confusing. I can't find the export button.,1,7.266666666666667,Month-to-month,6-12 Months,0.995,Very High"
"416,0,76,""Smooth experience so far, no complaints."",1,13.866666666666667,Annual,1-2 Years,0.12,Low"
"582,2,22,Just checking if my payment went through.,0,19.4,Annual,1-2 Years,0.02,Low"
"494,0,113,""Just upgraded to the Pro plan, excited to use it."",0,16.466666666666665,Annual,1-2 Years,0.005,Low"
"345,2,43,Can I add more seats to my current plan?,0,11.5,Month-to-month,6-12 Months,0.08,Low"
"676,2,3,The UI is too confusing. I can't find the export button.,1,22.533333333333335,Annual,1-2 Years,0.965,Very High"
"273,2,6,I've been waiting for support for 3 days. I'm cancelling.,1,9.1,Month-to-month,6-12 Months,0.995,Very High"
"241,0,82,Customer support was super helpful yesterday. Thanks!,0,8.033333333333333,Month-to-month,6-12 Months,0.01,Low"
"941,1,4,Why did my subscription price increase without notice?,1,31.366666666666667,Biennial,2+ Years,0.98,Very High"
"287,2,36,Just checking if my payment went through.,0,9.566666666666666,Month-to-month,6-12 Months,0.015,Low"
"247,2,14,The app crashes every time I try to upload a CSV.,1,8.233333333333333,Month-to-month,6-12 Months,0.97,Very High"
"112,0,61,""Just upgraded to the Pro plan, excited to use it."",0,3.7333333333333334,Month-to-month,0-6 Months,0.0,Low"
"187,0,80,Customer support was super helpful yesterday. Thanks!,0,6.233333333333333,Month-to-month,6-12 Months,0.0,Low"
"453,0,19,Can I add more seats to my current plan?,0,15.1,Annual,1-2 Years,0.215,Low"
"571,0,33,Is there a tutorial for the new dashboard feature?,0,19.033333333333335,Annual,1-2 Years,0.07,Low"
"22,0,56,Is there a tutorial for the new dashboard feature?,0,0.7333333333333333,Month-to-month,0-6 Months,0.035,Low"
"474,2,22,Just checking if my payment went through.,0,15.8,Annual,1-2 Years,0.085,Low"
"589,1,6,The UI is too confusing. I can't find the export button.,1,19.633333333333333,Annual,1-2 Years,0.95,Very High"
"865,2,33,Is there a tutorial for the new dashboard feature?,0,28.833333333333332,Biennial,2+ Years,0.085,Low"
"29,0,98,Customer support was super helpful yesterday. Thanks!,0,0.9666666666666667,Month-to-month,0-6 Months,0.0,Low"
"661,2,1,I'm very frustrated with the downtime. This is unacceptable.,1,22.033333333333335,Annual,1-2 Years,0.89,Very High"
"1042,2,3,Your API documentation is outdated and full of errors.,1,34.733333333333334,Biennial,2+ Years,0.94,Very High"
"335,0,16,Is there a tutorial for the new dashboard feature?,1,11.166666666666666,Month-to-month,6-12 Months,0.66,High"
"192,0,49,Just checking if my payment went through.,1,6.4,Month-to-month,6-12 Months,0.885,Very High"
"184,2,3,Your API documentation is outdated and full of errors.,0,6.133333333333334,Month-to-month,6-12 Months,0.37,Low"
"192,2,18,Is there a tutorial for the new dashboard feature?,0,6.4,Month-to-month,6-12 Months,0.065,Low"
"665,2,26,I need to update my billing address.,1,22.166666666666668,Annual,1-2 Years,0.655,High"
"627,2,54,How do I change my password?,0,20.9,Annual,1-2 Years,0.04,Low"
"314,0,75,I love the new analytics feature! Great job.,0,10.466666666666667,Month-to-month,6-12 Months,0.065,Low"
"386,2,57,When will the maintenance window end?,1,12.866666666666667,Annual,1-2 Years,0.725,High"
"309,0,47,When will the maintenance window end?,1,10.3,Month-to-month,6-12 Months,0.04,Low"
"420,2,50,Just checking if my payment went through.,0,14.0,Annual,1-2 Years,0.16,Low"
"529,0,17,Just checking if my payment went through.,0,17.633333333333333,Annual,1-2 Years,0.065,Low"
"622,0,71,Customer support was super helpful yesterday. Thanks!,0,20.733333333333334,Annual,1-2 Years,0.09,Low"
"479,1,9,The app crashes every time I try to upload a CSV.,1,15.966666666666667,Annual,1-2 Years,0.91,Very High"
"462,2,6,I'm very frustrated with the downtime. This is unacceptable.,1,15.4,Annual,1-2 Years,0.75,High"
"311,2,27,When will the maintenance window end?,0,10.366666666666667,Month-to-month,6-12 Months,0.005,Low"
"825,2,55,How do I change my password?,0,27.5,Biennial,2+ Years,0.085,Low"
"340,2,36,How do I change my password?,1,11.333333333333334,Month-to-month,6-12 Months,0.71,High"
"1011,0,50,I need to update my billing address.,0,33.7,Biennial,2+ Years,0.0,Low"
"692,1,10,The UI is too confusing. I can't find the export button.,1,23.066666666666666,Annual,1-2 Years,0.935,Very High"
"419,0,49,When will the maintenance window end?,0,13.966666666666667,Annual,1-2 Years,0.065,Low"
"364,2,6,Your API documentation is outdated and full of errors.,1,12.133333333333333,Annual,6-12 Months,0.995,Very High"
"260,0,25,Just checking if my payment went through.,0,8.666666666666666,Month-to-month,6-12 Months,0.11,Low"
"821,1,4,The app crashes every time I try to upload a CSV.,1,27.366666666666667,Biennial,2+ Years,0.675,High"
"836,0,15,How do I change my password?,0,27.866666666666667,Biennial,2+ Years,0.15,Low"
"37,1,1,I've been waiting for support for 3 days. I'm cancelling.,1,1.2333333333333334,Month-to-month,0-6 Months,1.0,Very High"
"686,0,48,When will the maintenance window end?,0,22.866666666666667,Annual,1-2 Years,0.03,Low"
"163,0,31,Can I add more seats to my current plan?,0,5.433333333333334,Month-to-month,0-6 Months,0.015,Low"
"913,0,24,Just checking if my payment went through.,1,30.433333333333334,Biennial,2+ Years,0.64,High"
"517,0,49,Customer support was super helpful yesterday. Thanks!,0,17.233333333333334,Annual,1-2 Years,0.0,Low"
"171,2,30,How do I change my password?,0,5.7,Month-to-month,0-6 Months,0.01,Low"
"269,0,59,Just checking if my payment went through.,1,8.966666666666667,Month-to-month,6-12 Months,0.595,Medium"
"711,2,3,I've been waiting for support for 3 days. I'm cancelling.,0,23.7,Annual,1-2 Years,0.265,Low"
"240,2,27,Is there a tutorial for the new dashboard feature?,0,8.0,Month-to-month,6-12 Months,0.04,Low"
"65,1,8,The app crashes every time I try to upload a CSV.,0,2.1666666666666665,Month-to-month,0-6 Months,0.325,Low"
"628,0,36,Can I add more seats to my current plan?,0,20.933333333333334,Annual,1-2 Years,0.025,Low"
"530,0,18,How do I change my password?,0,17.666666666666668,Annual,1-2 Years,0.6,High"
"558,0,36,When will the maintenance window end?,0,18.6,Annual,1-2 Years,0.05,Low"
"1005,2,44,Just checking if my payment went through.,1,33.5,Biennial,2+ Years,0.66,High"
"1089,2,56,How do I change my password?,0,36.3,Biennial,2+ Years,0.05,Low"
"331,0,16,When will the maintenance window end?,0,11.033333333333333,Month-to-month,6-12 Months,0.11,Low"
"269,0,56,I need to update my billing address.,0,8.966666666666667,Month-to-month,6-12 Months,0.035,Low"
"826,0,54,Just checking if my payment went through.,0,27.533333333333335,Biennial,2+ Years,0.13,Low"
"1086,0,115,""Just upgraded to the Pro plan, excited to use it."",0,36.2,Biennial,2+ Years,0.0,Low"
"381,0,58,Can I add more seats to my current plan?,0,12.7,Annual,1-2 Years,0.055,Low"
"667,1,7,The UI is too confusing. I can't find the export button.,1,22.233333333333334,Annual,1-2 Years,0.93,Very High"
"179,0,50,""Just upgraded to the Pro plan, excited to use it."",0,5.966666666666667,Month-to-month,0-6 Months,0.03,Low"
